x,y,sig,current,kapillar,chamber,temperature,cycle_num
2,5,6,230,4,5,9,4,10,4,37,1
2,2,5,6,300,8,9,1,10,4,37,1
2,5,5,6,50,3,9,1,10,37,5,1
3,5,6,230,3,9,1,10,4,37,1
3,5,5,6,100,3,9,1,10,37,1
10,5,6,400,3,9,1,8,37,5,1
6,300,300,0,0,0,0,1
2,2,5,6,250,8,9,1,10,4,37,2
2,5,5,6,233,4,9,2,10,37,2
2,5,5,6,100,3,9,1,10,37,5,2
3,5,6,230,3,9,1,10,4,37,2
3,5,5,6,100,3,9,1,10,37,2
10,5,6,400,3,9,1,8,37,5,2
6,100,100,0,0,0,0,2
